Tipo Reporte;Operador;Aeródromo;Data;Hora;UF;Cidade;Fase de Operação;Efeito no Voo;Colisão;;year;month
ADMINISTRAÇÃO AEROPORTUÁRIA;;SDRK;2023-06-08;11:43:00;SP;Rio Claro;;;Não;detalhar?op===AUUhmRVtWNHZlRSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;MDAH;SBMT;2023-06-08;16:26:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtWNHZlRSVXTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR Aeroportos;SBCT;2023-06-08;10:06:00;PR;Sao Jose dos Pinhais;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVtWNLZlRSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-06-08;10:22:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVtWNLZlRSNVTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-06-08;12:32:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNXZlRSNUTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-06-06;18:52:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWN3JGbRpXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;TAM;SBRJ;2023-06-06;00:39:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;;detalhar?op===AUUhmRVtWN31UMSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;JZLE;SBSP;2023-06-06;20:48:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtWN31UMSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;GLO;SBRJ;2023-06-06;23:56:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSzJGbSNVTWJVU&acao=detalhar;2023;6
OUTRO;3S THIAGO;SBSC;2023-06-05;14:00:00;RJ;Santa Cruz;;;Não;detalhar?op===AUUhmRVtWNLFGbRpXTWJVU&acao=detalhar;2023;6
OPERADOR;2s Ramos;SBAF;2023-06-04;09:05:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNzJGbSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;MARINHA DO BRASIL;SBCB;2023-06-04;15:03:00;RJ;Cabo Frio;Pouso;Nenhum;Não;detalhar?op===AUUhmRVtWNzJGbSNVTWJVU&acao=detalhar;2023;6
OUTRO;;;2023-06-04;09:00:00;SP;Campinas;;;;detalhar?op===AUUhmRVtWNzJGbSVXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;BRISTOW;SBJR;2023-06-04;07:24:00;RJ;Rio de Janeiro;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVtWNzJGbRpXTWJVU&acao=detalhar;2023;6
OPERADOR;;SBGL;2023-06-04;08:30:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVtWNz1UMSNUTWJVU&acao=detalhar;2023;6
OUTRO;;SBJH;2023-06-04;08:50:00;SP;Sao Roque;;Nenhum;Não;detalhar?op===AUUhmRVtWNz1UMSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-06-04;10:00:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVtWN3dlRSNVTWJVU&acao=detalhar;2023;6
OPERADOR;LATAM;GRU;2023-06-04;08:50:00;SP;Guarulhos;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVtWN3dlRSVXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;TAM3263;SBGR;2023-06-04;11:51:00;SP;Guarulhos;Decolagem;Desvio manual;Não;detalhar?op===AUUhmRVtWN3JGbSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBGR;2023-06-04;20:30:00;SP;Guarulhos;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVtWN3JGbSNVTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR Aeroportos;SBCT;2023-06-04;22:40:00;PR;Sao Jose dos Pinhais;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtWNDZlRSVXTWJVU&acao=detalhar;2023;6
TRIPULANTE;;SBGL;2023-06-04;08:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNDZlRRpXTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-06-04;07:20:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNTVGbSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBKP;2023-06-04;10:00:00;SP;Campinas;;;;detalhar?op===AUUhmRVxmSPFGbSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBJR;2023-06-03;10:11:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVtWNzdlRSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;RZLP;SBMT;2023-06-03;17:00:00;SP;Sao Paulo;Pouso,Descida;Nenhum;Não;detalhar?op===AUUhmRVtWNzdlRSVXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;;SDCO;2023-06-03;17:33:00;SP;Sorocaba;Outra;;Não;detalhar?op===AUUhmRVtWNzdlRRpXTWJVU&acao=detalhar;2023;6
OPERADOR;SAFETY LATAM;GRU;2023-06-03;19:00:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtWN3dlRRpXTWJVU&acao=detalhar;2023;6
PILOTO;GTE;TMA SP;2023-06-03;00:00:00;SP;Jundiai;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSDFGbSVXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;TAM;SBRJ;2023-05-31;12:11:00;RJ;Rio de Janeiro;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVtWNDFGbSNUTWJVU&acao=detalhar;2023;5
PILOTO;Gol Linhas Aéreas S/A;FIR-CW;2023-05-28;12:00:00;SP;Taubate;Descida;Nenhum;Não;detalhar?op===AUUhmRVtWNrdlRSNUTWJVU&acao=detalhar;2023;5
PILOTO;Gol;FIR-CW;2023-05-28;11:30:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNrdlRSNVTWJVU&acao=detalhar;2023;5
PILOTO;Gol Linhas Aéreas;SBRJ;2023-05-28;07:42:00;RJ;Rio de Janeiro;STAR;Nenhum;Não;detalhar?op===AUUhmRVtWNrdlRSVXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;COSTA DO SOL TÁXI AÉREO S.A.;SBME;2023-05-28;14:19:00;RJ;Macae;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNrdlRRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;Não necessita de Aeródromo;2023-05-28;20:02:00;DF;Brazlandia;Outra;;Não;detalhar?op===AUUhmRVtWNrJGbSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;Não necessita de Aeródromo;2023-05-28;20:02:00;DF;Brazlandia;Outra;;Não;detalhar?op===AUUhmRVtWNrJGbSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;Ivan Lucca;SBGL;2023-05-28;08:27:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUhmRVtWNrJGbSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;Ivan Lucca;SBGL;2023-05-28;08:45:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUhmRVtWNrJGbRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;TAM;SBRJ;2023-05-28;10:25:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNvdlRSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;06:53:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNvJGbSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;06:53:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNvJGbSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;07:01:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNvJGbSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;07:02:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNvJGbRpXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;07:05:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNv1UMSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;07:19:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNv1UMSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-28;07:48:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNzdlRSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBRJ;2023-05-27;08:40:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVtGcXFGbRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBBH;2023-05-27;14:00:00;MG;Belo Horizonte;Outra;Nenhum;;detalhar?op===AUUhmRVtGcXVGbSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;Torre;SBES;2023-05-27;17:50:00;RJ;Sao Pedro da Aldeia;;Nenhum;Não;detalhar?op===AUUhmRVtGcXVGbSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-05-27;11:35:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVtWNr1UMSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-05-27;23:23:00;RJ;Rio de Janeiro;Outra;Outros;;detalhar?op===AUUhmRVtWNr1UMSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-27;17:33:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNvdlRSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;3S Izabella Rocha;;2023-05-26;12:33:00;SP;Ouro Fino Paulista;Aproximação f...;Pouso,Decolagem;Não;detalhar?op===AUUhmRVtGcXFGbSNUTWJVU&acao=detalhar;2023;5
OUTRO;FAB;SBAF;2023-05-25;21:18:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcXZlRRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-05-25;10:47:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVtGcXFGbSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-05-25;19:35:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVtGcXFGbSVXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBKP;2023-05-25;09:37:00;SP;Campinas;Aproximação f...;Arremetida;Não;detalhar?op===AUUhmRVtWN3dlRSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-25;05:35:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWN3JGbSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-24;22:07:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmS3JGbRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;GRU;2023-05-22;21:26:00;SP;Sao Paulo;STAR;Nenhum;Não;detalhar?op===AUUhmRVtGcLFGbSVXTWJVU&acao=detalhar;2023;5
PILOTO;Latam;SBSP;2023-05-22;21:30:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcLVGbSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBSP;2023-05-21;00:00:00;SP;Sao Paulo;Decolagem;Decolagem;Não;detalhar?op===AUUhmRVtGcDFGbSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBJR;2023-05-21;00:00:00;RJ;Rio de Janeiro;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVtGcDFGbSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBSJ;2023-05-21;14:25:00;SP;Sao Jose dos Campos;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcDFGbSVXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;OMNI TÁXI AÉREO;SBME;2023-05-21;14:07:00;RJ;Macae;Descida;Nenhum;Não;detalhar?op===AUUhmRVtGcDFGbRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;;2023-05-21;14:10:00;RJ;Abarracamento;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcDVGbSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBRJ;2023-05-21;07:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcDVGbSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBRJ;2023-05-21;09:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcHZlRSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBBI;2023-05-21;22:00:00;PR;Curitiba;Aproximação f...;Nenhum,Pouso;Não;detalhar?op===AUUhmRVtGcHZlRRpXTWJVU&acao=detalhar;2023;5
TRIPULANTE;Gol;SBGR;2023-05-21;09:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcHFGbSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-05-21;10:29:00;RJ;Rio de Janeiro;Aproximação f...;Arremetida;Não;detalhar?op===AUUhmRVtGcHFGbRpXTWJVU&acao=detalhar;2023;5
OPERADOR;LATAM;GRU;2023-05-21;00:52:00;SP;Guarulhos;Decolagem;Nenhum;;detalhar?op===AUUhmRVtGcLZlRRpXTWJVU&acao=detalhar;2023;5
TRIPULANTE;GEIV;SBSP;2023-05-21;15:35:00;SP;Sao Paulo;Descida;Desvio manual,D...;Não;detalhar?op===AUUhmRVtGcLFGbSNUTWJVU&acao=detalhar;2023;5
PILOTO;Receita Federal do Brasil;SBST;2023-05-21;05:30:00;SP;Santos;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcPFGbSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-05-21;18:50:00;PR;Curitiba;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcPFGbSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-21;07:50:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTZlRRpXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-21;16:56:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTFGbSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-21;17:01:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTFGbSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-21;17:32:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTFGbSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-21;18:24:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTFGbRpXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR Aeroportos;SBCT;2023-05-21;10:30:00;PR;Sao Jose dos Pinhais;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNDZlRSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR Aeroportos;SBCT;2023-05-21;10:30:00;PR;Sao Jose dos Pinhais;Outra;Nenhum;Não;detalhar?op===AUUhmRVtWNDZlRSNVTWJVU&acao=detalhar;2023;5
OPERADOR;Aerolineas Argentinas;GRU;2023-05-20;00:00:00;SP;Guarulhos;Pairado;;Não;detalhar?op===AUUhmRVtGcPFGbRpXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;Infraero;SBRJ;2023-05-20;07:20:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGc3dlRSVXTWJVU&acao=detalhar;2023;5
OUTRO;;;2023-05-20;10:58:00;MG;Fervedouro;;;Não;detalhar?op===AUUhmRVtGc3dlRRpXTWJVU&acao=detalhar;2023;5
OUTRO;;;2023-05-20;00:00:00;MG;Mutum;;Nenhum;;detalhar?op===AUUhmRVtGc3JGbSNUTWJVU&acao=detalhar;2023;5
PILOTO;GOL linhas aéreas;SBRJ;2023-05-20;09:25:00;RJ;Rio de Janeiro;Subida;Desvio manual;Não;detalhar?op===AUUhmRVtGc3JGbSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;1S QSS BCT Clara;SNKI;2023-05-20;10:00:00;ES;Cachoeiro de Itapemirim;Pairado;Subida;Não;detalhar?op===AUUhmRVtGc3JGbSVXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;PSSFE;SBSJ;2023-05-20;16:36:00;SP;Sao Jose dos Campos;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGc3JGbRpXTWJVU&acao=detalhar;2023;5
OPERADOR;Operador aerotatico;SBVT;2023-05-20;13:30:00;ES;Colatina;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGc31UMSNUTWJVU&acao=detalhar;2023;5
PILOTO;Latam Linhas Aéreas;SBZM;2023-05-20;10:20:00;MG;Goiana;Subida;Nenhum;Não;detalhar?op===AUUhmRVtGc31UMSNVTWJVU&acao=detalhar;2023;5
PILOTO;Latam Linhas Aéreas;SBZM;2023-05-20;10:20:00;MG;Juiz de Fora;Subida;;Não;detalhar?op===AUUhmRVtGcDZlRSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;Passaredo Linhas Aéreas;SBSP;2023-05-20;15:05:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcDZlRSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;Gol Linhas aéreas;SBSP;2023-05-20;15:53:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcDZlRSVXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBBI;2023-05-20;17:40:00;PR;Curitiba;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcDZlRRpXTWJVU&acao=detalhar;2023;5
PILOTO;Azul Linhas Aéreas;SBRJ;2023-05-20;09:15:00;RJ;Rio de Janeiro;Subida;Nenhum;Não;detalhar?op===AUUhmRVtGcHZlRSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;Ivan Lucca;SBGL;2023-05-20;10:51:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVtGcHZlRSVXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-05-20;00:05:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVtGcHFGbSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-05-20;10:00:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVtGcHFGbSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-05-20;09:33:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcHVGbSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-05-20;10:30:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcLZlRSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-05-20;17:30:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcLZlRSNVTWJVU&acao=detalhar;2023;5
OPERADOR;LATAM;SBRJ;2023-05-20;10:20:00;RJ;Rio de Janeiro;Pairado;Nenhum;Não;detalhar?op===AUUhmRVtGcLZlRSVXTWJVU&acao=detalhar;2023;5
OUTRO;2º SGT KLEBER;SBSC;2023-05-20;10:00:00;RJ;Santa Cruz;Outra;;Não;detalhar?op===AUUhmRVtGcLFGbRpXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-05-20;19:40:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcPFGbSNVTWJVU&acao=detalhar;2023;5
OPERADOR;Aerolineas Argentinas;GRU;2023-05-20;00:00:00;SP;Guarulhos;Outra;;;detalhar?op===AUUhmRVtGcPVGbSNUTWJVU&acao=detalhar;2023;5
OPERADOR;Aerolineas Argentinas;GRU;2023-05-20;00:00:00;SP;Guarulhos;Outra;;;detalhar?op===AUUhmRVtGcPVGbSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-20;07:57:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTZlRSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-20;17:34:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTZlRSNVTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-05-20;17:34:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcTZlRSVXTWJVU&acao=detalhar;2023;5
PILOTO;GEIV;SBRJ;2023-05-20;12:40:00;RJ;Rio de Janeiro;Subida;Desvio com auto...;Não;detalhar?op===AUUhmRVtGcTVGbSNUTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR;SBBI;2023-05-19;14:23:00;PR;Curitiba;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcHVGbSNUTWJVU&acao=detalhar;2023;5
OUTRO;Banco Bradesco;SBRJ;2023-05-19;21:48:00;RJ;Rio de Janeiro;Procedimento IF...;Desvio com auto...;Não;detalhar?op===AUUhmRVtGcLFGbSNVTWJVU&acao=detalhar;2023;5
PILOTO;2S Glauber;SBAF;2023-05-18;22:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGc3dlRSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;CIBH;SBPV;2023-05-18;00:00:00;RO;Porto Velho;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGc3dlRSNVTWJVU&acao=detalhar;2023;5
TRIPULANTE;1°/1° GT;SBAF;2023-05-17;19:35:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcLVGbSNVTWJVU&acao=detalhar;2023;5
TRIPULANTE;1°/1° GT;SBAF;2023-05-17;19:35:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcPZlRSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-05-16;00:55:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGczJGbSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBGR;2023-05-15;21:03:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcvJGbRpXTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBSP;2023-05-15;00:00:00;SP;Sao Paulo;Decolagem,Proce...;Desvio manual;Não;detalhar?op===AUUhmRVtGcv1UMSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;;SBJR;2023-05-14;10:32:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcrdlRSNVTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;RZLP;SBMT;2023-05-14;15:20:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtGcrdlRSVXTWJVU&acao=detalhar;2023;5
ADMINISTRAÇÃO AEROPORTUÁRIA;Infraero;SBRJ;2023-05-14;08:13:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVtGcrdlRRpXTWJVU&acao=detalhar;2023;5
OPERADOR;;SBGL;2023-05-14;08:10:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVtGcrJGbSNUTWJVU&acao=detalhar;2023;5
CONTROLADOR DE TRÁFEGO AÉREO;TRDM;SBME;2023-05-14;13:30:00;RJ;Macae;Outra;Outros;Não;detalhar?op===AUUhmRVtGcrJGbSNVTWJVU&acao=detalhar;2023;5
OPERADOR;;SBGL;2023-05-14;00:00:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVtGcrJGbSVXTWJVU&acao=detalhar;2023;5
