Tipo Reporte;Operador;Aeródromo;Data;Hora;UF;Cidade;Fase de Operação;Efeito no Voo;Colisão;;year;month
OPERADOR;Assis;sbbp;2015-08-21;14:11:00;SP;Braganca Paulista;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNPVGbSNUTWJVU&acao=detalhar;2015;8
OPERADOR;Assis;sbbp;2015-08-19;11:50:00;SP;Braganca Paulista;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNPFGbRpXTWJVU&acao=detalhar;2015;8
CONTROLADOR DE TRÁFEGO AÉREO;QFTH;SBKP;2015-08-18;20:09:00;SP;Campinas;Outra;;Não;detalhar?op===AUUJkRW1WNLVGbSNUTWJVU&acao=detalhar;2015;8
CONTROLADOR DE TRÁFEGO AÉREO;GOL LINHAS AÉREAS;SBGR;2015-08-16;21:17:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNLZlRRpXTWJVU&acao=detalhar;2015;8
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGR;2015-08-16;21:00:00;SP;Guarulhos;Outra;Outros;Não;detalhar?op===AUUJkRW1WNLFGbSNUTWJVU&acao=detalhar;2015;8
PILOTO;4ETA;SBGR;2015-08-16;11:20:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNPZlRSNUTWJVU&acao=detalhar;2015;8
PILOTO;4ETA;SBST;2015-08-16;12:00:00;SP;Guaruja;Descida;Nenhum;Não;detalhar?op===AUUJkRW1WNPZlRSNVTWJVU&acao=detalhar;2015;8
OUTRO;;SBGR;2015-08-15;08:30:00;SP;Guarulhos;Outra;Outros;;detalhar?op===AUUJkRW1WNLZlRSVXTWJVU&acao=detalhar;2015;8
PILOTO;gol;SBGR;2015-08-15;22:10:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNLFGbSNVTWJVU&acao=detalhar;2015;8
PILOTO;1º/1° GT;SBAF;2015-08-11;11:30:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNPFGbSVXTWJVU&acao=detalhar;2015;8
OUTRO;;SBRJ;2015-08-11;22:45:00;RJ;Rio de Janeiro;Outra;;Não;detalhar?op===AUUJkcahlSHFGbSVXTWJVU&acao=detalhar;2015;8
OUTRO;OCEAN AIR;sdbk;2015-08-09;21:13:00;SP;Botucatu;Outra;;Não;detalhar?op===AUUJkRW1WNHVGbSNVTWJVU&acao=detalhar;2015;8
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-08-08;18:10:00;PR;Sao Jose dos Pinhais;;Nenhum;Não;detalhar?op===AUUJkRW1WNLZlRSNVTWJVU&acao=detalhar;2015;8
PILOTO;Voar;SBGR;2015-08-08;07:30:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNPVGbSNVTWJVU&acao=detalhar;2015;8
OUTRO;TAM LINHAS AÉREAS;SBSP;2015-08-08;00:00:00;SP;Sao Paulo;Outra;Outros;Não;detalhar?op===AUUJkRW5mSPVGbSNUTWJVU&acao=detalhar;2015;8
PILOTO;ABSA;SBGR;2015-08-05;00:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNHVGbSNUTWJVU&acao=detalhar;2015;8
CONTROLADOR DE TRÁFEGO AÉREO;;SDRK;2015-08-02;11:30:00;SP;Rio Claro;Subida;Desvio manual;Não;detalhar?op===AUUJkRW1WNHZlRSVXTWJVU&acao=detalhar;2015;8
PILOTO;Avianca;SBGR;2015-08-02;10:00:00;SP;Guarulhos;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1WNHZlRRpXTWJVU&acao=detalhar;2015;8
PILOTO;1T PUHLE;SBSC;2015-08-02;20:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNHFGbSNVTWJVU&acao=detalhar;2015;8
PILOTO;Batalhão de Polícia Militar de;SBBI;2015-08-02;07:30:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNHFGbSVXTWJVU&acao=detalhar;2015;8
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-08-02;17:45:00;PR;Sao Jose dos Pinhais;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNLZlRSNUTWJVU&acao=detalhar;2015;8
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;AEROPORTOS BRASIL VIRACOPOS;SBKP;2015-08-02;21:17:00;SP;Campinas;Outra;Nenhum;;detalhar?op===AUUJkRW1WNXZlRSNVTWJVU&acao=detalhar;2015;8
PILOTO;Avianca;SBGR;2015-08-01;10:15:00;SP;Guarulhos;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1WNHZlRSNUTWJVU&acao=detalhar;2015;8
PILOTO;xxxxxxx;Não necessita de Aeródromo;2015-08-01;21:55:00;SP;Sao Paulo;Outra;;Não;detalhar?op===AUUJkRW1WNHZlRSNVTWJVU&acao=detalhar;2015;8
PILOTO;Tam Linhas Aéreas;SBGR;2015-08-01;20:30:00;SP;Sao Paulo;Decolagem,STAR;Nenhum;Não;detalhar?op===AUUJkRW1WNHFGbRpXTWJVU&acao=detalhar;2015;8
OPERADOR;TAM LA;SBGL;2015-08-01;00:00:00;RJ;Rio de Janeiro;Subida;;Não;detalhar?op===AUUJkRW1WNXFGbRpXTWJVU&acao=detalhar;2015;8
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGL;2015-07-30;00:50:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNDFGbSVXTWJVU&acao=detalhar;2015;7
PILOTO;;SDAM;2015-07-30;00:00:00;SP;Campinas;Subida;Nenhum;Não;detalhar?op===AUUJkRW1WNPZlRSVXTWJVU&acao=detalhar;2015;7
OPERADOR;Assis;sbbp;2015-07-28;12:00:00;SP;Braganca Paulista;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNDVGbSNUTWJVU&acao=detalhar;2015;7
OPERADOR;Assis;sbbp;2015-07-28;12:05:00;SP;Braganca Paulista;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNDVGbSNVTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-07-26;12:50:00;PR;Sao Jose dos Pinhais;;Nenhum;Não;detalhar?op===AUUJkRW1WNHFGbSNUTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2015-07-25;01:30:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1WNDFGbSNUTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-07-25;21:00:00;PR;Sao Jose dos Pinhais;;Nenhum;Não;detalhar?op===AUUJkRW1WNDFGbSNVTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2015-07-20;15:50:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1WN31UMSNVTWJVU&acao=detalhar;2015;7
CONTROLADOR DE TRÁFEGO AÉREO;GOL LINHAS AÉREAS;SBGR;2015-07-19;10:28:00;SP;Guarulhos;Decolagem;Outros;Não;detalhar?op===AUUJkRW1WN3JGbSNUTWJVU&acao=detalhar;2015;7
CONTROLADOR DE TRÁFEGO AÉREO;TAM;SBGR;2015-07-19;10:34:00;SP;Guarulhos;Decolagem;Desvio manual;Não;detalhar?op===AUUJkRW1WN3JGbSNVTWJVU&acao=detalhar;2015;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL LINHAS AÉREAS;SBGR;2015-07-19;10:55:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WN3JGbSVXTWJVU&acao=detalhar;2015;7
OPERADOR;TAM LA;SBGR;2015-07-19;00:00:00;SP;Sao Paulo;Subida;Desvio manual;Não;detalhar?op===AUUJkRW1WNDZlRSNUTWJVU&acao=detalhar;2015;7
PILOTO;1°/2°GT;SBGL;2015-07-19;19:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNDZlRSVXTWJVU&acao=detalhar;2015;7
OPERADOR;Qatar Airways;SBGR;2015-07-19;04:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNLFGbRpXTWJVU&acao=detalhar;2015;7
CONTROLADOR DE TRÁFEGO AÉREO;QFTH;SBKP;2015-07-18;18:10:00;SP;Campinas;Aproximação f...;Pouso;;detalhar?op===AUUJkRW1WN3dlRRpXTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;INFRAERO;SBSP;2015-07-18;02:00:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WN31UMSNUTWJVU&acao=detalhar;2015;7
OPERADOR;PAULO;SBGL;2015-07-17;15:00:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUJkRW1WN3dlRSVXTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-07-17;16:52:00;PR;Sao Jose dos Pinhais;;Nenhum;Não;detalhar?op===AUUJkRW1WN3JGbRpXTWJVU&acao=detalhar;2015;7
CONTROLADOR DE TRÁFEGO AÉREO;Passaredo;SBGR;2015-07-14;11:19:00;SP;Guarulhos;Aproximação f...;Manobra evasiva...;;detalhar?op===AUUJkRW1WNzJGbSNUTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGL;2015-07-12;11:20:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNvJGbRpXTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGL;2015-07-12;15:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNv1UMSNUTWJVU&acao=detalhar;2015;7
OPERADOR;TAM LA;SBGR;2015-07-12;00:00:00;SP;Sao Paulo;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1WNDZlRRpXTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-07-11;21:05:00;PR;Sao Jose dos Pinhais;;Nenhum;Não;detalhar?op===AUUJkRW1WNzJGbRpXTWJVU&acao=detalhar;2015;7
OPERADOR;Assis;sbbp;2015-07-11;17:45:00;SP;Braganca Paulista;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNDFGbRpXTWJVU&acao=detalhar;2015;7
OUTRO;;SBSP;2015-07-10;22:50:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNvJGbSVXTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2015-07-10;13:50:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNzJGbSNVTWJVU&acao=detalhar;2015;7
OPERADOR;TAM LA;SBGR;2015-07-10;10:17:00;SP;Sao Paulo;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1WNDZlRSNVTWJVU&acao=detalhar;2015;7
PILOTO;Daniel;SBBW;2015-07-09;13:40:00;MT;Barra do Garcas;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNvJGbSNVTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-07-09;16:10:00;PR;Sao Jose dos Pinhais;;Nenhum;Não;detalhar?op===AUUJkRW1WNzJGbSVXTWJVU&acao=detalhar;2015;7
OUTRO;AZUL LINHAS AÉREAS;SBGR;2015-07-09;00:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;;detalhar?op===AUUJkRW1WN3dlRSNVTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBCT;2015-07-04;17:30:00;PR;Sao Jose dos Pinhais;;;Não;detalhar?op===AUUJkRW1WNvdlRSNUTWJVU&acao=detalhar;2015;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBES;2015-07-04;07:15:00;RJ;Sao Pedro da Aldeia;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNz1UMSNUTWJVU&acao=detalhar;2015;7
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGL;2015-06-29;00:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcXZlRRpXTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;Azul Linhas Aéreas;SBKP;2015-06-29;21:48:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcXFGbSNUTWJVU&acao=detalhar;2015;6
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;Aeroportos Brasil Viracopos;SBKP;2015-06-29;23:00:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1GcXFGbSNVTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;Não necessita de Aeródromo;2015-06-28;14:00:00;SP;Piracicaba;Descida;Nenhum;Não;detalhar?op===AUUJkRW1GcTVGbSNVTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;FAB;Não necessita de Aeródromo;2015-06-28;16:00:00;PR;Curitiba;Descida;Nenhum;Não;detalhar?op===AUUJkRW1GcXZlRSNUTWJVU&acao=detalhar;2015;6
OPERADOR;;SBGL;2015-06-28;00:00:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUJkRW1GcXZlRSNVTWJVU&acao=detalhar;2015;6
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;Aeroportos Brasil Viracopos;SBKP;2015-06-28;19:20:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1GcXFGbSVXTWJVU&acao=detalhar;2015;6
OUTRO;AZUL LINHAS AÉREAS;SBGR;2015-06-28;00:00:00;SP;Guarulhos;;;;detalhar?op===AUUJkRW1WN3dlRSNUTWJVU&acao=detalhar;2015;6
OUTRO;;SBSP;2015-06-27;21:30:00;SP;Sao Paulo;;;;detalhar?op===AUUJkRW1GcXZlRSVXTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;FAB;SDRK;2015-06-25;19:30:00;SP;Rio Claro;Procedimento IF...;Outros;Não;detalhar?op===AUUJkRW1GcTVGbSNUTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SDRK;2015-06-21;08:30:00;SP;Rio Claro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUJkRW1GcTFGbSVXTWJVU&acao=detalhar;2015;6
OUTRO;TAM LINHAS AEREAS;SBCT;2015-06-16;14:15:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcTFGbSNVTWJVU&acao=detalhar;2015;6
PILOTO;VRG LINHAS AÉREAS;SBKP;2015-06-14;07:40:00;SP;Campinas;Decolagem;Decolagem;Não;detalhar?op===AUUJkRW1GcTZlRSVXTWJVU&acao=detalhar;2015;6
OUTRO;xxx;SBES;2015-06-13;09:30:00;RJ;Sao Pedro da Aldeia;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcTFGbSNUTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBRJ;2015-06-13;17:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1WNr1UMSNVTWJVU&acao=detalhar;2015;6
OPERADOR;;SBGL;2015-06-09;07:30:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUJkRW1GcPZlRSNVTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBPC;2015-06-07;09:35:00;MG;Ouro Fino;Descida;Nenhum;Não;detalhar?op===AUUJkRW1GcLFGbSNVTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;PUFHA;SDRK;2015-06-07;11:23:00;SP;Rio Claro;Decolagem,Subid...;Nenhum,Desvio m...;Não;detalhar?op===AUUJkRW1GcLFGbSVXTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBAX;2015-06-07;12:00:00;MG;Araxa;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcLFGbRpXTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;;SWKT;2015-06-07;15:00:00;GO;Catalao;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcLVGbSNUTWJVU&acao=detalhar;2015;6
OUTRO;TAM LINHAS AEREAS;SBRJ;2015-06-07;00:00:00;RJ;Rio de Janeiro;STAR;Manobra evasiva...;Não;detalhar?op===AUUJkRW1GcPZlRSVXTWJVU&acao=detalhar;2015;6
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;Aeroportos Brasil Viracopos;SBKP;2015-06-07;21:25:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1GcXVGbSNUTWJVU&acao=detalhar;2015;6
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;Aeroportos Brasil Viracopos;SBKP;2015-06-07;10:40:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1GcXVGbSNVTWJVU&acao=detalhar;2015;6
OUTRO;TAM LINHAS AÉREAS;SBRJ;2015-06-07;00:00:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUJkRW5mSPFGbRpXTWJVU&acao=detalhar;2015;6
OPERADOR;;SBGL;2015-06-06;00:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcLZlRRpXTWJVU&acao=detalhar;2015;6
CONTROLADOR DE TRÁFEGO AÉREO;;SDAE;2015-06-05;11:20:00;SP;Sao Pedro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcLZlRSNVTWJVU&acao=detalhar;2015;6
OUTRO;;SBAF;2015-06-04;17:05:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcHFGbRpXTWJVU&acao=detalhar;2015;6
PILOTO;3º/8º GAV;SBAF;2015-06-04;17:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcHVGbSNUTWJVU&acao=detalhar;2015;6
PILOTO;FAB;SBGL;2015-06-04;11:30:00;RJ;Rio de Janeiro;Subida;;Não;detalhar?op===AUUJkRW1GcHVGbSNVTWJVU&acao=detalhar;2015;6
PILOTO;FAB;SBGL;2015-06-04;11:30:00;RJ;Rio de Janeiro;Subida;Nenhum;Não;detalhar?op===AUUJkRW1GcLZlRSNUTWJVU&acao=detalhar;2015;6
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;INFRAERO;SBSP;2015-06-04;16:56:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcLVGbSNVTWJVU&acao=detalhar;2015;6
PILOTO;1GAvCA;SBSC;2015-06-04;00:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1GcPZlRSNUTWJVU&acao=detalhar;2015;6
PILOTO;;SBSP;2015-06-04;15:50:00;SP;Adamantina;Decolagem;Nenhum;Não;detalhar?op===AUUJkRW1GcPZlRRpXTWJVU&acao=detalhar;2015;6
PILOTO;1GAVCA;SBSC;2015-06-04;18:20:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNvJGbSNUTWJVU&acao=detalhar;2015;6
OUTRO;AZUL LINHAS AÉREAS;SBCT;2015-06-04;00:00:00;PR;Curitiba;Aproximação f...;Manobra evasiva...;Não;detalhar?op===AUUJkRW1WNLFGbSVXTWJVU&acao=detalhar;2015;6
OPERADOR;;SBGL;2015-06-02;17:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcHFGbSVXTWJVU&acao=detalhar;2015;6
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;Aeroportos Brasil Viracopos;SBKP;2015-06-01;00:00:00;SP;Campinas;;Nenhum;Não;detalhar?op===AUUJkRW1GcXFGbRpXTWJVU&acao=detalhar;2015;6
PILOTO;FAB;SBSC;2015-05-26;00:00:00;RJ;Rio de Janeiro;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1GcHZlRRpXTWJVU&acao=detalhar;2015;5
PILOTO;FAB;SBSC;2015-05-26;10:30:00;RJ;Rio de Janeiro;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1GcHFGbSNUTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;RIOGALEAO;SBGL;2015-05-24;00:00:00;RJ;Rio de Janeiro;;Nenhum;;detalhar?op===AUUJkRW1GcDVGbSNUTWJVU&acao=detalhar;2015;5
OUTRO;;SBAF;2015-05-24;08:00:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUJkRW1GcDVGbSNVTWJVU&acao=detalhar;2015;5
PILOTO;4ETA;SBGR;2015-05-24;21:15:00;SP;Guarulhos;Decolagem;Nenhum;Não;detalhar?op===AUUJkRW1GcHZlRSNVTWJVU&acao=detalhar;2015;5
PILOTO;4ETA;SBGL;2015-05-24;23:45:00;RJ;Rio de Janeiro;Espera,Espera;Nenhum;Não;detalhar?op===AUUJkRW1GcHZlRSVXTWJVU&acao=detalhar;2015;5
CONTROLADOR DE TRÁFEGO AÉREO;2SG AVCV PANÁ;SBES;2015-05-24;00:00:00;RJ;Sao Pedro da Aldeia;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcHFGbSNVTWJVU&acao=detalhar;2015;5
PILOTO;4º ETA;SBAF;2015-05-24;20:00:00;RJ;Rio de Janeiro;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJkRW1GcTZlRRpXTWJVU&acao=detalhar;2015;5
OUTRO;AZUL LINHAS AÉREAS;SBKP;2015-05-24;00:00:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUJkRW1WNz1UMSNVTWJVU&acao=detalhar;2015;5
OUTRO;TAM LINHAS AÉREAS;SBGR;2015-05-24;00:00:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUJkRW5mSPFGbSVXTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2015-05-23;17:50:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcHZlRSNUTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;INFRAERO;SBRJ;2015-05-21;03:00:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUJkRW1GcDFGbRpXTWJVU&acao=detalhar;2015;5
PILOTO;1GAvCA;SBSC;2015-05-19;17:10:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcDFGbSVXTWJVU&acao=detalhar;2015;5
PILOTO;1GAVCA;SBSC;2015-05-19;14:10:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUJkRW1WNvdlRRpXTWJVU&acao=detalhar;2015;5
PILOTO;aeeoclube de campinas;SDAM;2015-05-17;11:00:00;SP;Campinas;Pouso;Nenhum;Não;detalhar?op===AUUJkRW1Gc31UMSNVTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;RIOGALEAO;SBGL;2015-05-17;10:00:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUJkRW1GcDZlRSNUTWJVU&acao=detalhar;2015;5
PILOTO;Avianca Brasil;SBGR;2015-05-17;00:00:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcDFGbSNVTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;INFRAERO;SBSP;2015-05-16;00:00:00;SP;Sao Paulo;Outra;Nenhum;;detalhar?op===AUUJkRW1GcDZlRSNVTWJVU&acao=detalhar;2015;5
PILOTO;1GAVCA;SBSC;2015-05-11;21:00:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUJkRW1WNvdlRSVXTWJVU&acao=detalhar;2015;5
CONTROLADOR DE TRÁFEGO AÉREO;QFTH;SBKP;2015-05-10;10:00:00;SP;Campinas;Outra;;;detalhar?op===AUUJkRW1GczJGbRpXTWJVU&acao=detalhar;2015;5
CONTROLADOR DE TRÁFEGO AÉREO;QFTH;SBKP;2015-05-10;10:25:00;SP;Campinas;Aproximação f...;;;detalhar?op===AUUJkRW1Gcz1UMSNUTWJVU&acao=detalhar;2015;5
CONTROLADOR DE TRÁFEGO AÉREO;OCEANER / AVIANCA;SBGR;2015-05-10;10:21:00;SP;Guarulhos;Pouso;Arremetida;Não;detalhar?op===AUUJkRW1Gcz1UMSNVTWJVU&acao=detalhar;2015;5
CONTROLADOR DE TRÁFEGO AÉREO;QFTH;SBKP;2015-05-10;10:32:00;SP;Campinas;Aproximação f...;;;detalhar?op===AUUJkRW1Gc3dlRSNUTWJVU&acao=detalhar;2015;5
OPERADOR;Paulo Cesar;SBGL;2015-05-10;07:58:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUJkRW1Gc3dlRSNVTWJVU&acao=detalhar;2015;5
CONTROLADOR DE TRÁFEGO AÉREO;OMNI TÁXI AÉREO;SBME;2015-05-10;00:00:00;RJ;Macae;Outra;Nenhum;Não;detalhar?op===AUUJkRW1Gc3dlRRpXTWJVU&acao=detalhar;2015;5
PILOTO;FAB;SBSC;2015-05-10;00:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1Gc3JGbSNUTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2015-05-10;07:05:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GcDFGbSNUTWJVU&acao=detalhar;2015;5
PILOTO;1GAVCA;SBSC;2015-05-10;07:00:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUJkRW1WNvdlRSNVTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;CARJ;SBGL;2015-05-09;12:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJkRW1GczJGbSVXTWJVU&acao=detalhar;2015;5
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;infraero;SBMT;2015-05-09;16:35:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUJkRW1Gc3JGbSNVTWJVU&acao=detalhar;2015;5
OPERADOR;TAM LA;SBRJ;2015-05-09;13:27:00;RJ;Rio de Janeiro;Descida;;Não;detalhar?op===AUUJkRW1Gc3JGbSVXTWJVU&acao=detalhar;2015;5
